,index,zn,black,rad,indus,ptratio,medv,lstat,nbgde,chas,ftyrgv,ID,crim,dis,tax,rm,age,nox
10336,271,-26543765432345.0,16.45,24.0,18.1,20.2,-26543765432345.0,20.62,20.62,0.0,34567,-26543765432345,-26543765432345.0,1.8026,666.0,5957.0,100.0,679.0
10337,362,20.0,-26543765432345.0,3.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,7.73,7.73,0.0,34567,273,0.1146,3.9175,223.0,6538.0,-26543765432345.0,464.0
10338,390,0.0,18.82,24.0,18.1,20.2,10.9,14.52,14.52,0.0,34567,428,gdhg7u8whui 784gryb,1.8629,666.0,6202.0,gdhg7u8whui 784gryb,679.0
10339,386,0.0,16.45,24.0,18.1,20.2,8.8,,,0.0,34567,,73.5341,1.8026,666.0,5957.0,100.0,
10340,8,0.0,88876599956788.0,88876599956788.0,8.14,88876599956788.0,20.4,8.26,8.26,0.0,34567,14,0.62976,4.7075,307.0,88876599956788.0,61.8,88876599956788.0
10341,247,0.0,396.9,-26543765432345.0,18.1,-26543765432345.0,13.8,-26543765432345.0,-26543765432345.0,-26543765432345.0,34567,374,11.1081,1.1742,666.0,4906.0,100.0,-26543765432345.0
10342,340,0.0,383.37,3.0,6.91,17.9,25.3,5.81,5.81,0.0,34567,514,0.1415,5.7209,233.0,6169.0,6.6,448.0
10343,314,0.0,379.7,24.0,18.1,20.2,14.6,18.03,18.03,0.0,34567,479,10233.0,2.1705,666.0,6185.0,96.7,614.0
10344,333,0.0,306.38,4.0,8.14,21.0,14.8,17.28,17.28,0.0,34567,gdhg7u8whui 784gryb,0.95577,4.4534,gdhg7u8whui 784gryb,6047.0,88.8,538.0
10345,393,0.0,81.33,xxxxx,18.1,20.2,xxxxx,19.69,19.69,0.0,34567,432,10.0623,2.0882,xxxxx,6833.0,94.3,584.0
10346,13,0.0,-26543765432345.0,4.0,8.14,21.0,13.6,21.02,21.02,0.0,34567,21,1.25179,3.7979,-26543765432345.0,5.57,-26543765432345.0,538.0
10347,174,20.0,392.8,5.0,3.97,13.0,33.8,9.59,9.59,0.0,34567,261,0.54011,2.1121,264.0,7203.0,81.8,647.0
10348,400,0.0,xxxxx,24.0,xxxxx,xxxxx,xxxxx,19.52,19.52,0.0,34567,442,9.72418,2.0651,666.0,6406.0,97.2,0.74
10349,435,0.0,396.9,5.0,4.05,gdhg7u8whui 784gryb,23.1,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,173,0.13914,2.5961,296.0,gdhg7u8whui 784gryb,88.5,0.51
10350,10,0.0,395.62,4.0,8.14,21.0,19.9,8.47,8.47,0.0,34567,16,0.62739,4.4986,307.0,5834.0,56.5,538.0
10351,441,0.0,388.22,24.0,18.1,,,11.45,11.45,0.0,34567,,4.83567,3.1523,,5905.0,,583.0
10352,55,25.0,395.63,4.0,4.86,88876599956788.0,88876599956788.0,7.22,7.22,0.0,34567,82,0.04462,5.4007,88876599956788.0,6619.0,88876599956788.0,426.0
10353,215,0.0,396.9,5.0,7.38,19.6,25.0,6.12,6.12,0.0,34567,325,0.34109,4.7211,287.0,6415.0,40.1,493.0
10354,176,,386.86,5.0,3.97,13.0,48.8,,,0.0,34567,,0.52014,,264.0,8398.0,,647.0
10355,261,0.0,396.9,24.0,18.1,20.2,5.0,30.59,30.59,0.0,34567,399,xxxxx,1.4896,xxxxx,xxxxx,100.0,693.0
10356,57,0.0,396.9,3.0,gdhg7u8whui 784gryb,18.5,23.9,9.62,9.62,0.0,34567,85,0.05059,4.7794,247.0,6389.0,48.0,449.0
10357,82,88876599956788.0,377.67,88876599956788.0,25.65,19.1,20.3,14.27,14.27,88876599956788.0,34567,122,0.07165,2.1974,88876599956788.0,6004.0,84.1,88876599956788.0
10358,160,0.0,-26543765432345.0,8.0,6.2,17.4,48.3,3.95,3.95,0.0,34567,-26543765432345,0.33147,3.6519,307.0,8247.0,70.4,-26543765432345.0
10359,176,20.0,gdhg7u8whui 784gryb,5.0,3.97,13.0,48.8,5.91,5.91,0.0,34567,263,0.52014,2.2885,264.0,8398.0,91.5,gdhg7u8whui 784gryb
10360,203,33.0,393.36,7.0,2.18,18.4,28.4,8.93,8.93,0.0,34567,306,0.05479,3.37,222.0,6616.0,58.1,472.0
10361,213,0.0,395.21,4.0,-26543765432345.0,-26543765432345.0,23.1,-26543765432345.0,-26543765432345.0,0.0,34567,319,0.40202,3.5325,304.0,-26543765432345.0,67.2,-26543765432345.0
10362,79,0.0,338.63,6.0,10.01,17.8,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,gdhg7u8whui 784gryb,0.13058,2.4775,432.0,5872.0,73.1,547.0
10363,375,0.0,396.3,4.0,9.9,18.4,19.4,11.72,11.72,0.0,34567,313,0.26169,2834.0,304.0,6023.0,90.4,544.0
10364,280,0.0,100.19,24.0,18.1,20.2,,16.22,16.22,0.0,34567,434,5.58107,-26543765432345.0,666.0,6436.0,87.9,-26543765432345.0
10365,211,0.0,390.7,4.0,,18.4,17.8,18.33,18.33,0.0,34567,317.0,0.31827,3.9986,304.0,5914.0,83.2,544.0
10366,25,gdhg7u8whui 784gryb,394.46,gdhg7u8whui 784gryb,6.91,17.9,gdhg7u8whui 784gryb,7.44,7.44,gdhg7u8whui 784gryb,34567,44,0.15936,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,6211.0,6.5,448.0
10367,335,0.0,376.73,4.0,8.14,21.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,34567,509,1.35472,-26543765432345.0,-26543765432345.0,6072.0,100.0,538.0
10368,369,33.0,393.36,7.0,2.18,18.4,28.4,8.93,8.93,0.0,34567,306.0,0.05479,3.37,222.0,6616.0,58.1,472.0
10369,352,0.0,396.9,3.0,2.18,18.7,,5.33,5.33,,34567,5.0,0.06905,6.0622,,7147.0,54.2,458.0
10370,433,0.0,292.29,5.0,19.58,14.7,17.4,14.43,14.43,0.0,34567,171,1.20742,2.4259,403.0,5875.0,94.6,605.0
10371,92,0.0,378.25,4.0,21.89,,,,,,34567,137.0,0.32264,,437.0,,93.5,624.0
10372,240,,354.7,,18.1,20.2,27.5,7.12,7.12,0.0,34567,366.0,4.55587,1.6132,,3561.0,,718.0
10373,146,0.0,-26543765432345.0,4.0,-26543765432345.0,18.6,19.3,23.98,23.98,1.0,34567,212,0.37578,-26543765432345.0,277.0,5404.0,88.6,489.0
10374,121,0.0,390.96,5.0,4.05,16.6,29.4,5.33,5.33,0.0,34567,176,0.06664,3.1323,296.0,6546.0,33.1,0.51
10375,76,0.0,388.74,6.0,10.01,17.8,18.5,10.45,10.45,0.0,34567,115,0.14231,-26543765432345.0,432.0,6254.0,84.2,-26543765432345.0
10376,206,0.0,88876599956788.0,4.0,9.9,18.4,20.3,9.97,9.97,88876599956788.0,34567,310,88876599956788.0,88876599956788.0,304.0,5972.0,76.7,88876599956788.0
10377,371,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,4.0,9.9,18.4,22.8,4.54,4.54,0.0,34567,gdhg7u8whui 784gryb,0.49298,3.3175,304.0,gdhg7u8whui 784gryb,82.5,544.0
10378,110,0.0,388.45,5.0,19.58,14.7,50.0,3.32,3.32,1.0,34567,164,1.51902,2162.0,403.0,88876599956788.0,93.9,605.0
10379,369,33.0,393.36,-26543765432345.0,2.18,18.4,-26543765432345.0,8.93,8.93,0.0,34567,306,0.05479,3.37,222.0,6616.0,58.1,472.0
10380,108,0.0,338.92,5.0,19.58,-26543765432345.0,27.0,5.5,5.5,1.0,34567,161,1.27346,1.7984,403.0,6.25,92.6,605.0
10381,436,0.0,395.5,5.0,,16.6,23.6,9.04,9.04,0.0,34567,,0.09178,2.6463,296.0,6416.0,84.1,
10382,37,100.0,392.9,5.0,-26543765432345.0,15.1,31.6,3.95,3.95,0.0,34567,58,0.01432,-26543765432345.0,256.0,6816.0,40.5,411.0
10383,447,0.0,396.9,6.0,9.69,-26543765432345.0,-26543765432345.0,14.1,14.1,0.0,34567,498,0.26838,2.8927,-26543765432345.0,-26543765432345.0,70.6,585.0
10384,298,0.0,396.9,gdhg7u8whui 784gryb,18.1,20.2,20.0,14.7,14.7,gdhg7u8whui 784gryb,34567,gdhg7u8whui 784gryb,6.80117,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,6081.0,84.4,713.0
10385,415,0.0,396.9,5.0,19.58,14.7,13.4,26.82,26.82,,34567,143.0,,1.3216,,5403.0,100.0,871.0
10386,280,0.0,100.19,24.0,18.1,20.2,,16.22,16.22,0.0,34567,434.0,5.58107,2.3158,666.0,6436.0,87.9,713.0
10387,85,0.0,xxxxx,2.0,25.65,19.1,18.8,17.58,17.58,xxxxx,34567,125,0.09849,2.0063,188.0,5879.0,95.8,xxxxx
10388,416,0.0,172.91,5.0,19.58,14.7,13.8,27.8,27.8,0.0,34567,146,2.37934,1.4191,403.0,6.13,100.0,871.0
10389,212,0.0,396.9,88876599956788.0,9.9,18.4,19.8,15.94,15.94,0.0,34567,318,0.24522,88876599956788.0,304.0,5782.0,71.7,544.0
10390,376,0.0,396.42,xxxxx,9.9,18.4,16.2,11.5,11.5,0.0,34567,316,0.25356,3945.0,304.0,xxxxx,77.7,544.0
10391,323,0.0,318.43,xxxxx,xxxxx,20.1,8.1,29.68,29.68,xxxxx,34567,491,xxxxx,1.8226,711.0,xxxxx,98.0,609.0
10392,227,0.0,389.96,1.0,1.89,15.9,16.5,8.65,8.65,0.0,34567,343,xxxxx,6.2669,422.0,6.54,xxxxx,518.0
10393,412,0.0,392.04,4.0,21.89,21.2,13.3,-26543765432345.0,-26543765432345.0,0.0,34567,139,0.2498,1.6686,437.0,-26543765432345.0,98.2,624.0
10394,344,88876599956788.0,348.13,88876599956788.0,19.58,14.7,19.1,12.03,12.03,0.0,34567,172,2.3139,2.3887,403.0,5.88,97.3,605.0
10395,284,0.0,391.45,88876599956788.0,18.1,20.2,10.5,22.11,22.11,88876599956788.0,34567,441,22.0511,1.8662,666.0,5818.0,88876599956788.0,88876599956788.0
10396,252,0.0,396.9,24.0,18.1,20.2,12.3,24.56,24.56,-26543765432345.0,34567,-26543765432345,7.99248,1.5331,666.0,5.52,100.0,0.7
10397,268,0.0,-26543765432345.0,24.0,-26543765432345.0,20.2,7.0,36.98,36.98,0.0,34567,415,-26543765432345.0,1.6582,-26543765432345.0,-26543765432345.0,-26543765432345.0,693.0
10398,408,xxxxx,388.69,4.0,21.89,21.2,18.4,15.03,15.03,xxxxx,34567,134,0.32982,2.4699,437.0,5822.0,95.4,624.0
10399,142,95.0,390.55,4.0,2.68,-26543765432345.0,50.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,34567,205,0.02009,5118.0,224.0,8034.0,-26543765432345.0,-26543765432345.0
10400,228,55.0,-26543765432345.0,-26543765432345.0,3.78,17.6,23.9,7.18,7.18,0.0,34567,344,0.02543,5.7321,-26543765432345.0,6696.0,56.4,484.0
10401,279,0.0,97.95,24.0,18.1,20.2,16.1,12.03,12.03,0.0,34567,433.0,6.44405,2.2004,666.0,6425.0,74.8,584.0
10402,62,,,2.0,3.41,17.8,28.7,5.7,5.7,0.0,34567,90.0,0.05302,3.4145,,7079.0,63.1,489.0
10403,177,20.0,393.42,5.0,3.97,13.0,31.0,11.25,11.25,0.0,34567,264.0,0.82526,2.0788,264.0,7327.0,,647.0
10404,279,0.0,97.95,xxxxx,18.1,20.2,16.1,12.03,12.03,0.0,34567,xxxxx,6.44405,2.2004,666.0,6425.0,xxxxx,584.0
10405,118,88876599956788.0,396.9,5.0,4.05,88876599956788.0,23.1,14.69,14.69,88876599956788.0,34567,173,0.13914,2.5961,88876599956788.0,88876599956788.0,88.5,0.51
10406,282,88876599956788.0,88876599956788.0,24.0,18.1,20.2,8.7,26.45,26.45,0.0,34567,438,15.1772,1.9142,666.0,6152.0,100.0,0.74
10407,76,0.0,388.74,6.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,18.5,10.45,10.45,0.0,34567,115,0.14231,2.2565,432.0,6254.0,84.2,547.0
10408,222,0.0,396.9,,5.19,20.2,19.5,9.8,9.8,0.0,34567,337.0,,5.2311,224.0,5869.0,46.3,515.0
10409,141,95.0,392.78,4.0,2.68,14.7,48.5,3.81,3.81,0.0,34567,204,0.0351,5118.0,224.0,7853.0,33.2,0.4161
10410,312,0.0,-26543765432345.0,24.0,18.1,20.2,-26543765432345.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,34567,477,4.87141,2.3053,666.0,-26543765432345.0,93.6,614.0
10411,428,0.0,395.11,5.0,19.58,14.7,22.7,11.64,11.64,0.0,34567,165,2.24236,2422.0,403.0,gdhg7u8whui 784gryb,91.8,605.0
10412,414,0.0,396.9,4.0,21.89,21.2,14.4,34.41,34.41,0.0,34567,142,88876599956788.0,1.4394,437.0,5019.0,100.0,624.0
10413,140,82.5,393.77,2.0,2.03,14.7,24.1,7.43,7.43,0.0,34567,202,0.03445,6.27,348.0,6162.0,38.4,415.0
10414,411,0.0,394.08,4.0,21.89,21.2,17.1,14.59,14.59,0.0,34567,138,xxxxx,xxxxx,437.0,6454.0,98.4,624.0
10415,277,0.0,xxxxx,24.0,18.1,20.2,9.5,24.08,24.08,0.0,34567,xxxxx,9.33889,1.9682,666.0,xxxxx,95.6,679.0
10416,39,,395.11,,,19.7,18.7,13.15,13.15,0.0,34567,,0.14932,7.2254,284.0,,66.2,453.0
10417,431,0.0,227.61,gdhg7u8whui 784gryb,19.58,14.7,23.8,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,168,1.80028,2.4259,403.0,5877.0,79.2,605.0
10418,216,0.0,393.68,5.0,7.38,19.6,24.6,5.08,5.08,0.0,34567,326,0.19186,5.4159,287.0,6431.0,14.7,493.0
10419,284,0.0,391.45,24.0,xxxxx,20.2,10.5,22.11,22.11,xxxxx,34567,441,xxxxx,xxxxx,666.0,5818.0,92.4,0.74
10420,129,0.0,396.9,3.0,2.46,17.8,32.5,5.68,5.68,0.0,34567,184,0.10008,2847.0,193.0,6563.0,95.6,488.0
10421,333,0.0,306.38,4.0,,21.0,,17.28,17.28,0.0,34567,507.0,0.95577,4.4534,307.0,6047.0,,538.0
10422,372,0.0,396.24,4.0,88876599956788.0,18.4,20.3,9.97,9.97,88876599956788.0,34567,310,0.3494,3.1025,304.0,5972.0,76.7,544.0
10423,62,0.0,396.06,2.0,3.41,17.8,28.7,5.7,5.7,0.0,34567,90,0.05302,-26543765432345.0,270.0,7079.0,-26543765432345.0,489.0
10424,411,0.0,394.08,4.0,21.89,21.2,17.1,14.59,14.59,gdhg7u8whui 784gryb,34567,138,0.35233,1.8498,437.0,6454.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb
10425,216,0.0,393.68,5.0,7.38,88876599956788.0,24.6,5.08,5.08,0.0,34567,326,0.19186,5.4159,287.0,6431.0,14.7,493.0
10426,61,xxxxx,396.9,2.0,3.41,xxxxx,23.6,5.5,5.5,0.0,34567,89,0.0566,3.4217,xxxxx,7007.0,86.3,489.0
10427,387,0.0,48.45,gdhg7u8whui 784gryb,18.1,gdhg7u8whui 784gryb,8.4,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,420,gdhg7u8whui 784gryb,1794.0,666.0,gdhg7u8whui 784gryb,76.5,gdhg7u8whui 784gryb
10428,264,0.0,396.9,24.0,18.1,20.2,8.3,,,,34567,,24.8017,,666.0,,96.0,693.0
10429,203,33.0,393.36,7.0,2.18,18.4,28.4,8.93,8.93,0.0,34567,306.0,,3.37,222.0,6616.0,58.1,472.0
10430,292,0.0,355.29,24.0,18.1,20.2,15.2,17.73,17.73,0.0,34567,452,5.44114,2.3552,666.0,gdhg7u8whui 784gryb,98.2,713.0
10431,130,0.0,392.63,3.0,2.46,17.8,50.0,4.45,4.45,0.0,34567,187,0.05602,3.1992,193.0,7831.0,53.6,488.0
10432,338,75.0,395.63,3.0,2.95,18.3,30.8,4.32,4.32,0.0,34567,512,0.02763,5.4011,252.0,6595.0,21.8,428.0
10433,360,20.0,390.3,5.0,3.97,13.0,43.5,3.16,3.16,0.0,34567,269,0.5405,2872.0,264.0,7.47,52.6,575.0
10434,352,xxxxx,396.9,xxxxx,2.18,18.7,36.2,5.33,5.33,xxxxx,34567,5,0.06905,6.0622,xxxxx,7147.0,xxxxx,458.0
10435,111,0.0,395.11,5.0,19.58,,22.7,,,0.0,34567,165.0,2.24236,2422.0,,5854.0,91.8,605.0
10436,333,xxxxx,306.38,4.0,8.14,21.0,14.8,17.28,17.28,0.0,34567,507,xxxxx,4.4534,307.0,6047.0,88.8,538.0
10437,280,0.0,gdhg7u8whui 784gryb,24.0,gdhg7u8whui 784gryb,20.2,,16.22,16.22,0.0,34567,434,5.58107,2.3158,666.0,6436.0,87.9,gdhg7u8whui 784gryb
10438,58,0.0,392.3,3.0,4.49,18.5,88876599956788.0,6.53,6.53,0.0,34567,86,0.05735,88876599956788.0,247.0,88876599956788.0,56.1,449.0
10439,65,28.0,gdhg7u8whui 784gryb,4.0,gdhg7u8whui 784gryb,18.2,20.6,10.59,10.59,0.0,34567,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,3615.0,gdhg7u8whui 784gryb,6249.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb
10440,234,0.0,377.73,24.0,18.1,20.2,17.8,17.6,17.6,1.0,34567,357.0,8.98296,2.1222,666.0,6212.0,97.4,0.77
10441,8,gdhg7u8whui 784gryb,396.9,4.0,8.14,21.0,20.4,8.26,8.26,gdhg7u8whui 784gryb,34567,14,0.62976,4.7075,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,61.8,538.0
10442,38,25.0,-26543765432345.0,8.0,5.13,19.7,23.3,6.86,6.86,0.0,34567,59,0.15445,7.8148,284.0,-26543765432345.0,29.2,-26543765432345.0
10443,26,0.0,389.39,3.0,xxxxx,xxxxx,21.2,xxxxx,xxxxx,0.0,34567,45,0.12269,xxxxx,233.0,xxxxx,xxxxx,448.0
10444,199,34.0,395.75,7.0,6.09,16.1,22.0,9.5,9.5,0.0,34567,xxxxx,0.03537,5.4917,329.0,6.59,xxxxx,433.0
10445,213,0.0,395.21,4.0,9.9,18.4,23.1,10.36,10.36,88876599956788.0,34567,319,0.40202,3.5325,304.0,6382.0,67.2,544.0
10446,349,xxxxx,9.32,24.0,18.1,20.2,xxxxx,26.45,26.45,xxxxx,34567,438,xxxxx,xxxxx,666.0,6152.0,100.0,0.74
10447,436,0.0,-26543765432345.0,5.0,4.05,16.6,23.6,9.04,9.04,0.0,34567,-26543765432345,-26543765432345.0,2.6463,-26543765432345.0,-26543765432345.0,84.1,-26543765432345.0
10448,146,0.0,88876599956788.0,4.0,10.59,18.6,88876599956788.0,23.98,23.98,88876599956788.0,34567,88876599956788,0.37578,3665.0,88876599956788.0,5404.0,88.6,489.0
10449,316,0.0,396.9,24.0,18.1,20.2,23.0,10.74,10.74,0.0,34567,481,5.82401,3.4242,666.0,6242.0,64.7,532.0
10450,381,0.0,314.64,24.0,18.1,20.2,17.2,26.4,26.4,0.0,34567,409,7.40389,1.4547,666.0,5617.0,97.9,597.0
10451,220,gdhg7u8whui 784gryb,389.71,5.0,5.19,20.2,22.2,5.68,5.68,0.0,34567,gdhg7u8whui 784gryb,0.05083,6.4584,224.0,6316.0,38.1,515.0
10452,193,52.5,396.9,6.0,5.32,16.6,22.3,7.6,7.6,0.0,34567,,0.0459,7.3172,293.0,,,405.0
10453,18,0.0,360.17,,8.14,21.0,12.7,,,,34567,31.0,1.13081,4233.0,307.0,5713.0,94.1,538.0
10454,79,0.0,338.63,6.0,10.01,17.8,20.4,,,,34567,119.0,0.13058,,,5872.0,73.1,547.0
10455,182,,396.9,3.0,6.96,18.6,,6.59,6.59,0.0,34567,,,4429.0,223.0,,16.3,464.0
10456,4,12.5,395.6,5.0,7.87,15.2,22.9,,,0.0,34567,,0.08829,,,,66.6,524.0
10457,128,0.0,394.12,3.0,2.46,17.8,37.9,4.82,4.82,0.0,34567,183,0.09103,2.7006,xxxxx,xxxxx,92.2,xxxxx
10458,136,60.0,393.37,1.0,2.93,15.6,31.1,5.03,5.03,0.0,34567,194,0.02187,6.2196,265.0,6.8,9.9,401.0
10459,38,25.0,390.68,8.0,5.13,19.7,23.3,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,59,0.15445,7.8148,284.0,6145.0,29.2,453.0
10460,33,21.0,396.9,88876599956788.0,5.64,88876599956788.0,88876599956788.0,8.43,8.43,88876599956788.0,34567,54,88876599956788.0,88876599956788.0,243.0,5998.0,21.4,439.0
10461,243,0.0,375.52,24.0,18.1,20.2,50.0,3.26,3.26,0.0,34567,369,4.89822,1.3325,666.0,4.97,100.0,631.0
10462,16,0.0,394.54,xxxxx,8.14,21.0,14.5,19.88,19.88,0.0,34567,24,0.98843,xxxxx,xxxxx,xxxxx,xxxxx,538.0
10463,288,xxxxx,240.52,24.0,xxxxx,xxxxx,10.8,23.79,23.79,0.0,34567,xxxxx,12.8023,1.8956,666.0,5854.0,96.6,xxxxx
10464,378,0.0,396.9,24.0,18.1,20.2,7.2,20.32,20.32,0.0,34567,402,14.2362,1.5741,666.0,6343.0,100.0,693.0
10465,50,0.0,394.92,5.0,12.83,18.7,24.1,6.78,6.78,0.0,34567,75,0.07896,4.2515,398.0,6273.0,6.0,437.0
10466,371,xxxxx,396.9,4.0,9.9,18.4,22.8,4.54,4.54,0.0,34567,309,xxxxx,3.3175,304.0,6635.0,82.5,xxxxx
10467,332,,396.9,,11.93,21.0,11.9,7.88,7.88,0.0,34567,,0.04741,2505.0,273.0,6.03,80.8,573.0
10468,88,0.0,396.9,-26543765432345.0,,21.2,-26543765432345.0,15.39,15.39,-26543765432345.0,34567,129,0.32543,1.8125,,6431.0,98.8,624.0
10469,151,0.0,390.39,xxxxx,6.2,17.4,27.5,9.93,9.93,1.0,34567,223,0.62356,3.2721,307.0,6879.0,77.7,xxxxx
10470,403,0.0,gdhg7u8whui 784gryb,24.0,18.1,20.2,10.8,23.79,23.79,0.0,34567,gdhg7u8whui 784gryb,12.8023,gdhg7u8whui 784gryb,666.0,gdhg7u8whui 784gryb,96.6,0.74
10471,373,0.0,350.45,-26543765432345.0,9.9,-26543765432345.0,16.1,12.64,12.64,0.0,34567,311,2.63548,2.5194,-26543765432345.0,4973.0,-26543765432345.0,544.0
10472,127,0.0,396.9,3.0,2.46,17.8,36.2,9.45,9.45,0.0,34567,182,0.06888,2.5979,193.0,6144.0,62.2,488.0
10473,144,gdhg7u8whui 784gryb,394.87,4.0,10.59,gdhg7u8whui 784gryb,24.4,10.97,10.97,0.0,34567,207,0.22969,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,6326.0,gdhg7u8whui 784gryb,489.0
10474,5,12.5,392.52,gdhg7u8whui 784gryb,7.87,15.2,15.0,20.45,20.45,0.0,34567,gdhg7u8whui 784gryb,0.22489,gdhg7u8whui 784gryb,311.0,6377.0,gdhg7u8whui 784gryb,524.0
10475,365,34.0,395.75,7.0,88876599956788.0,16.1,22.0,9.5,9.5,0.0,34567,302,0.03537,5.4917,329.0,6.59,88876599956788.0,88876599956788.0
10476,87,0.0,392.11,gdhg7u8whui 784gryb,21.89,gdhg7u8whui 784gryb,,17.19,17.19,0.0,34567,128,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,437.0,5693.0,96.0,624.0
10477,199,-26543765432345.0,-26543765432345.0,7.0,6.09,16.1,22.0,9.5,9.5,0.0,34567,302,0.03537,5.4917,329.0,6.59,40.4,433.0
10478,208,0.0,396.9,4.0,9.9,18.4,22.1,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,312,0.79041,2.6403,304.0,6122.0,52.8,544.0
10479,194,,396.9,4.0,,19.2,28.5,,,0.0,34567,291.0,0.03502,5.1167,245.0,6861.0,27.9,411.0
10480,138,80.0,354.31,2.0,88876599956788.0,88876599956788.0,30.3,8.61,8.61,0.0,34567,198,0.04666,7309.0,329.0,7107.0,36.6,404.0
10481,234,0.0,377.73,24.0,18.1,gdhg7u8whui 784gryb,17.8,17.6,17.6,1.0,34567,357,8.98296,2.1222,666.0,6212.0,97.4,gdhg7u8whui 784gryb
10482,385,0.0,127.36,24.0,18.1,20.2,,26.64,26.64,0.0,34567,,,1.6475,666.0,5304.0,89.1,
10483,339,75.0,395.62,,2.95,,34.9,1.98,1.98,0.0,34567,,0.03359,,252.0,7024.0,15.8,
10484,317,0.0,393.07,24.0,18.1,20.2,23.7,7.74,7.74,0.0,34567,482,5.70818,3.3317,gdhg7u8whui 784gryb,6.75,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb
10485,65,28.0,396.9,4.0,15.04,-26543765432345.0,20.6,10.59,10.59,0.0,34567,-26543765432345,0.04294,3615.0,270.0,6249.0,77.3,464.0
10486,109,0.0,xxxxx,5.0,19.58,14.7,xxxxx,1.73,1.73,0.0,34567,xxxxx,1.46336,1.9709,403.0,7489.0,90.8,605.0
10487,344,0.0,348.13,5.0,19.58,14.7,19.1,12.03,12.03,0.0,34567,172,2.3139,2.3887,403.0,5.88,97.3,605.0
10488,175,20.0,388.37,5.0,3.97,13.0,43.1,7.26,7.26,0.0,34567,262,0.53412,2.1398,264.0,7.52,89.4,647.0
10489,88,0.0,396.9,4.0,,21.2,18.0,15.39,15.39,0.0,34567,129,0.32543,1.8125,,6431.0,98.8,624.0
10490,305,0.0,22.01,24.0,,20.2,19.0,17.15,17.15,0.0,34567,467.0,3.77498,2.8715,666.0,5952.0,84.7,655.0
10491,397,0.0,9.32,24.0,,20.2,,,,0.0,34567,,15.1772,1.9142,666.0,6152.0,100.0,0.74
10492,318,0.0,xxxxx,24.0,18.1,20.2,21.8,10.42,10.42,0.0,34567,484,2.81838,4.0983,666.0,5762.0,40.3,xxxxx
10493,241,88876599956788.0,88876599956788.0,88876599956788.0,18.1,20.2,21.9,14.0,14.0,0.0,34567,367,3.69695,88876599956788.0,88876599956788.0,88876599956788.0,91.4,718.0
10494,163,xxxxx,388.45,8.0,6.2,17.4,25.1,9.54,9.54,1.0,34567,xxxxx,0.52058,4148.0,xxxxx,xxxxx,76.5,507.0
10495,390,0.0,18.82,24.0,18.1,20.2,10.9,14.52,14.52,0.0,34567,428.0,37.6619,1.8629,,6202.0,78.7,679.0
10496,48,0.0,390.91,4.0,10.81,19.2,22.8,5.52,5.52,0.0,34567,73,0.09164,5.2873,305.0,6065.0,7.8,413.0
10497,414,0.0,396.9,4.0,21.89,21.2,14.4,34.41,34.41,0.0,34567,142,1.62864,1.4394,437.0,5019.0,100.0,624.0
10498,265,0.0,xxxxx,24.0,18.1,20.2,27.9,12.13,12.13,0.0,34567,408,11.9511,1.2852,666.0,5608.0,xxxxx,659.0
10499,62,0.0,396.06,2.0,3.41,17.8,28.7,5.7,5.7,gdhg7u8whui 784gryb,34567,90,0.05302,3.4145,270.0,gdhg7u8whui 784gryb,63.1,gdhg7u8whui 784gryb
10500,40,25.0,378.08,8.0,5.13,19.7,16.0,14.44,14.44,0.0,34567,62,0.17171,6.8185,284.0,5966.0,93.4,453.0
10501,393,88876599956788.0,81.33,24.0,18.1,88876599956788.0,88876599956788.0,19.69,19.69,0.0,34567,432,10.0623,2.0882,666.0,88876599956788.0,94.3,584.0
10502,232,xxxxx,389.85,1.0,xxxxx,19.7,26.6,5.89,5.89,0.0,34567,350,0.02899,8.7921,xxxxx,xxxxx,34.5,429.0
10503,313,88876599956788.0,349.48,24.0,88876599956788.0,88876599956788.0,88876599956788.0,24.91,24.91,88876599956788.0,34567,478,88876599956788.0,88876599956788.0,88876599956788.0,5304.0,97.3,614.0
